date,itemid,fiscalyear,Item,sheet,Nominal millions of dollars,Real 2019 millions of dollars,Real 2019 per capita dollars,Share of GDP,Share of Total revenue
1929,313,1928/1929,Marketable bonds,all,2358,34242.26171875,3414.32470703125,.3684374988079071,5.103896141052246
1929,320,1928/1929,Superannuation accounts,all,31,450.1739196777344,44.8872184753418,.0048437500372529,.0670995637774467
1929,330,1928/1929,Other liabilities,all,310,4501.7392578125,448.8721923828125,.0484374985098839,.6709956526756287
1929,401,1928/1929,Unmatured debt payable in foreign currencies,all,578,8393.5654296875,836.929443359375,.0903125032782555,1.251082301139832
1929,521,1928/1929,Debt charges,all,125,1815.217407226563,180.9968566894531,.01953125,.2705627679824829
1929,530,1928/1929,Cash deficit (+) or surplus (-),all,-68,-987.478271484375,-98.46228790283203,-.0106250001117587,-.1471861451864243
1930,100,1929/1930,Net federal debt,all,2178,30955.40625,3032.46533203125,.3624563217163086,4.807947158813477
1930,200,1929/1930,Financial assets,all,423,6012.00048828125,588.9498901367188,.0703944116830826,.9337748289108276
1930,300,1929/1930,Gross federal debt,all,2601,36967.40625,3621.415283203125,.43285071849823,5.741721630096436
1930,310,1929/1930,Unmatured debt,all,2284,32461.9609375,3180.051025390625,.3800965249538422,5.041942596435547
1930,311,1929/1930,Treasury bills,all,0,0,0,0,0
1930,312,1929/1930,Canada savings bonds,all,0,0,0,0,0
1930,313,1929/1930,Marketable bonds,all,2284,32461.9609375,3180.051025390625,.3800965249538422,5.041942596435547
1930,320,1929/1930,Superannuation accounts,all,36,511.6596374511719,50.12339401245117,.0059910132549703,.0794702023267746
1930,330,1929/1930,Other liabilities,all,281,3993.78759765625,391.2409362792969,.046763189136982,.620309054851532
1930,401,1929/1930,Unmatured debt payable in foreign currencies,all,478,6793.70263671875,665.5272827148438,.0795473456382751,1.055187582969666
1930,521,1929/1930,Debt charges,all,122,1733.957641601563,169.8626251220703,.0203028786927462,.2693156599998474
1930,530,1929/1930,Cash deficit (+) or surplus (-),all,-48,-682.2128295898438,-66.83119201660156,-.0079880179837346,-.1059602648019791
1931,100,1930/1931,Net federal debt,all,2262,34736,3347.403076171875,.4546733796596527,6.318435668945313
1931,200,1930/1931,Financial assets,all,407,6250.0234375,602.2957763671875,.0818090438842773,1.136871457099915
1931,300,1930/1931,Gross federal debt,all,2669,40986.0234375,3949.69873046875,.5364823937416077,7.455307483673096
1931,310,1930/1931,Unmatured debt,all,2379,36532.69140625,3520.544677734375,.4781909584999084,6.645251274108887
1931,311,1930/1931,Treasury bills,all,0,0,0,0,0
1931,312,1930/1931,Canada savings bonds,all,0,0,0,0,0
1931,313,1930/1931,Marketable bonds,all,2379,36532.69140625,3520.544677734375,.4781909584999084,6.645251274108887
1931,320,1930/1931,Superannuation accounts,all,41,629.6091918945313,60.67353057861328,.008241206407547,.1145251393318176
1931,330,1930/1931,Other liabilities,all,249,3823.724365234375,368.480712890625,.050050251185894,.6955307126045227
1931,401,1930/1931,Unmatured debt payable in foreign currencies,all,578,8875.9541015625,855.3487548828125,.1161809042096138,1.614525198936462
1931,521,1930/1931,Debt charges,all,121,1858.114990234375,179.0608978271484,.0243216082453728,.3379888236522675
1931,530,1930/1931,Cash deficit (+) or surplus (-),all,84,1289.931030273438,124.3067474365234,.0168844219297171,.2346368730068207
1932,100,1931/1932,Net federal debt,all,2376,40696.61328125,3872.180419921875,.5824956893920898,7.092537403106689
1932,200,1931/1932,Financial assets,all,518,8872.41015625,844.1874389648438,.1269919127225876,1.546268701553345
1932,300,1931/1932,Gross federal debt,all,2894,49569.0234375,4716.36767578125,.7094876170158386,8.638806343078613
1932,310,1931/1932,Unmatured debt,all,2579,44173.640625,4203.0107421875,.6322628259658813,7.698507308959961
1932,311,1931/1932,Treasury bills,all,0,0,0,0,0
1932,312,1931/1932,Canada savings bonds,all,0,0,0,0,0
1932,313,1931/1932,Marketable bonds,all,2564,43916.71875,4178.56494140625,.6285854578018188,7.653731346130371
1932,320,1931/1932,Superannuation accounts,all,46,787.8974609375,74.96645355224609,.0112772742286325,.1373134255409241
1932,330,1931/1932,Other liabilities,all,269,4607.4873046875,438.3907775878906,.0659475326538086,.8029850721359253
1932,401,1931/1932,Unmatured debt payable in foreign currencies,all,612,10482.4619140625,997.3797607421875,.1500367671251297,1.826865673065186
1932,521,1931/1932,Debt charges,all,121,2072.5126953125,197.1943664550781,.0296641327440739,.3611940443515778
1932,530,1931/1932,Cash deficit (+) or surplus (-),all,114,1952.615356445313,185.7864227294922,.0279480256140232,.3402985036373138
1933,100,1932/1933,Net federal debt,all,2596,48170.2265625,4530.25732421875,.6972871422767639,8.320512771606445
1933,200,1932/1933,Financial assets,all,466,8646.8896484375,813.212646484375,.1251678764820099,1.493589758872986
1933,300,1932/1933,Gross federal debt,all,3062,56817.1171875,5343.47021484375,.8224549889564514,9.814102172851563
1933,310,1932/1933,Unmatured debt,all,2716,50396.89453125,4739.66845703125,.7295191884040833,8.70512866973877
1933,311,1932/1933,Treasury bills,all,50,927.7778930664063,87.25457000732422,.0134300291538239,.160256415605545
1933,312,1932/1933,Canada savings bonds,all,0,0,0,0,0
1933,313,1932/1933,Marketable bonds,all,2606,48355.78125,4547.70849609375,.6999731659889221,8.352563858032227
1933,320,1932/1933,Superannuation accounts,all,50,927.7778930664063,87.25457000732422,.0134300291538239,.160256415605545
1933,330,1932/1933,Other liabilities,all,296,5492.44482421875,516.5470581054688,.0795057713985443,.9487179517745972
1933,401,1932/1933,Unmatured debt payable in foreign currencies,all,553,10261.2236328125,965.0355834960938,.1485361307859421,1.772435903549194
1933,521,1932/1933,Debt charges,all,135,2505.000244140625,235.5873413085938,.0362610779702663,.4326923191547394
1933,530,1932/1933,Cash deficit (+) or surplus (-),all,220,4082.22265625,383.9201049804688,.0590921305119991,.7051281929016113
1934,100,1933/1934,Net federal debt,all,2730,50656.671875,4716.19677734375,.6521739363670349,8.399999618530273
1934,200,1933/1934,Financial assets,all,480,8906.66796875,829.221435546875,.1146679371595383,1.476923108100891
1934,300,1933/1934,Gross federal debt,all,3210,59563.33984375,5545.41845703125,.7668418288230896,9.876922607421875
1934,310,1933/1934,Unmatured debt,all,2859,53050.33984375,4939.05029296875,.6829909086227417,8.79692268371582
1934,311,1933/1934,Treasury bills,all,65,1206.111206054688,112.2904052734375,.0155279505997896,.2000000029802322
1934,312,1933/1934,Canada savings bonds,all,0,0,0,0,0
1934,313,1933/1934,Marketable bonds,all,2734,50730.89453125,4723.10693359375,.6531294584274292,8.412307739257813
1934,320,1933/1934,Superannuation accounts,all,54,1002.000122070313,93.28741455078125,.0129001429304481,.1661538481712341
1934,330,1933/1934,Other liabilities,all,297,5511.00048828125,513.0807495117188,.0709507912397385,.9138461351394653
1934,401,1933/1934,Unmatured debt payable in foreign currencies,all,685,12710.556640625,1183.3681640625,.1636407077312469,2.107692241668701
1934,521,1933/1934,Debt charges,all,140,2597.778076171875,241.8562622070313,.0334448143839836,.4307692348957062
1934,530,1933/1934,Cash deficit (+) or surplus (-),all,133,2467.88916015625,229.7634429931641,.0317725762724876,.4092307686805725
1935,100,1934/1935,Net federal debt,all,2846,52809.1171875,4869.44384765625,.6304829716682434,7.861878395080566
1935,200,1934/1935,Financial assets,all,677,12562.1123046875,1158.332153320313,.1499778479337692,1.870165705680847
1935,300,1934/1935,Gross federal debt,all,3523,65371.23046875,6027.77587890625,.7804607748985291,9.732044219970703
1935,310,1934/1935,Unmatured debt,all,3062,56817.1171875,5239.01513671875,.6783340573310852,8.458563804626465
1935,311,1934/1935,Treasury bills,all,94,1744.222412109375,160.8319396972656,.0208241026848555,.2596684992313385
1935,312,1934/1935,Canada savings bonds,all,0,0,0,0,0
1935,313,1934/1935,Marketable bonds,all,2869,53235.89453125,4908.79638671875,.6355782151222229,7.925414562225342
1935,320,1934/1935,Superannuation accounts,all,58,1076.222290039063,99.23673248291016,.0128489146009088,.1602209955453873
1935,330,1934/1935,Other liabilities,all,403,7477.8896484375,689.524169921875,.0892778038978577,1.113259673118591
1935,401,1934/1935,Unmatured debt payable in foreign currencies,all,701,13007.4453125,1199.395629882813,.1552946418523788,1.936464071273804
1935,521,1934/1935,Debt charges,all,139,2579.222412109375,237.8259582519531,.0307930875569582,.3839778900146484
1935,530,1934/1935,Cash deficit (+) or surplus (-),all,116,2152.444580078125,198.4734649658203,.0256978292018175,.3204419910907745
1936,100,1935/1936,Net federal debt,all,3006,54270.48828125,4956.208984375,.6161098480224609,8.058980941772461
1936,200,1935/1936,Financial assets,all,484,8738.1630859375,798.0057373046875,.0992006585001945,1.297587156295776
1936,300,1935/1936,Gross federal debt,all,3490,63008.65234375,5754.21484375,.7153105139732361,9.356568336486816
1936,310,1935/1936,Unmatured debt,all,3265,58946.4921875,5383.2412109375,.6691945195198059,8.753351211547852
1936,311,1935/1936,Treasury bills,all,120,2166.486572265625,197.8526611328125,.0245952047407627,.3217158317565918
1936,312,1935/1936,Canada savings bonds,all,0,0,0,0,0
1936,313,1935/1936,Marketable bonds,all,3145,56780.00390625,5185.388671875,.6445993185043335,8.431635856628418
1936,320,1935/1936,Superannuation accounts,all,59,1065.189208984375,97.27755737304688,.0120926415547729,.1581769436597824
1936,330,1935/1936,Other liabilities,all,166,2996.97314453125,273.6961669921875,.0340233668684959,.445040225982666
1936,401,1935/1936,Unmatured debt payable in foreign currencies,all,776,14009.947265625,1279.447143554688,.1590489894151688,2.080428838729858
1936,521,1935/1936,Debt charges,all,135,2437.29736328125,222.5842437744141,.0276696048676968,.3619302809238434
1936,530,1935/1936,Cash deficit (+) or surplus (-),all,160,2888.64892578125,263.8035583496094,.0327936038374901,.4289544224739075
1937,100,1936/1937,Net federal debt,all,3084,54213.4765625,4908.41796875,.5630819797515869,6.792951583862305
1937,200,1936/1937,Financial assets,all,520,9141.052734375,827.6190795898438,.0949424877762794,1.145374417304993
1937,300,1936/1937,Gross federal debt,all,3604,63354.52734375,5736.037109375,.6580244898796082,7.938325881958008
1937,310,1936/1937,Unmatured debt,all,3337,58660.94921875,5311.08642578125,.6092751622200012,7.350220203399658
1937,311,1936/1937,Treasury bills,all,150,2636.84228515625,238.7362823486328,.0273872558027506,.3303964734077454
1937,312,1936/1937,Canada savings bonds,all,0,0,0,0,0
1937,313,1936/1937,Marketable bonds,all,3187,56024.10546875,5072.35009765625,.5818879008293152,7.019823551177979
1937,320,1936/1937,Superannuation accounts,all,62,1089.894775390625,98.67765808105469,.0113200657069683,.1365638822317123
1937,330,1936/1937,Other liabilities,all,205,3603.684326171875,326.2729187011719,.0374292507767677,.4515418410301208
1937,401,1936/1937,Unmatured debt payable in foreign currencies,all,859,15100.31640625,1367.1630859375,.1568376868963242,1.892070531845093
1937,521,1936/1937,Debt charges,all,138,2425.894775390625,219.6373748779297,.0251962747424841,.303964763879776
1937,530,1936/1937,Cash deficit (+) or surplus (-),all,78,1371.157958984375,124.1428604125977,.0142413731664419,.1718061715364456
1938,100,1937/1938,Net federal debt,all,3102,53821.71875,4826.1943359375,.5616512894630432,6
1938,200,1937/1938,Financial assets,all,504,8744.7275390625,784.139892578125,.0912547558546066,.9748549461364746
1938,300,1937/1938,Gross federal debt,all,3606,62566.4453125,5610.333984375,.6529060006141663,6.974854946136475
1938,310,1937/1938,Unmatured debt,all,3315,57517.40625,5157.5869140625,.6002172827720642,6.411992073059082
1938,311,1937/1938,Treasury bills,all,150,2602.59765625,233.3749694824219,.0271591525524855,.290135383605957
1938,312,1937/1938,Canada savings bonds,all,0,0,0,0,0
1938,313,1937/1938,Marketable bonds,all,3165,54914.80859375,4924.2119140625,.5730581283569336,6.121856689453125
1938,320,1937/1938,Superannuation accounts,all,65,1127.792236328125,101.129150390625,.0117689659819007,.1257253438234329
1938,330,1937/1938,Other liabilities,all,226,3921.2470703125,351.6182861328125,.0409197881817818,.4371373355388641
1938,401,1937/1938,Unmatured debt payable in foreign currencies,all,859,14904.208984375,1336.460571289063,.1555314213037491,1.661508679389954
1938,521,1937/1938,Debt charges,all,132,2290.285888671875,205.3699645996094,.0239000543951988,.2553191483020782
1938,530,1937/1938,Cash deficit (+) or surplus (-),all,17,294.9610595703125,26.44916343688965,.0030780374072492,.0328820124268532
1939,100,1938/1939,Net federal debt,all,3153,55426.421875,4919.359375,.5362244844436646,6.280876636505127
1939,200,1938/1939,Financial assets,all,533,9369.5791015625,831.5948486328125,.0906462594866753,1.061753034591675
1939,300,1938/1939,Gross federal debt,all,3686,64796,5750.9541015625,.6268707513809204,7.342629432678223
1939,310,1938/1939,Unmatured debt,all,3386,59522.31640625,5282.8896484375,.5758503675460815,6.745019912719727
1939,311,1938/1939,Treasury bills,all,155,2724.73681640625,241.8334045410156,.0263605434447527,.3087649345397949
1939,312,1938/1939,Canada savings bonds,all,0,0,0,0,0
1939,313,1938/1939,Marketable bonds,all,3231,56797.58203125,5041.05615234375,.5494897961616516,6.436254978179932
1939,320,1938/1939,Superannuation accounts,all,68,1195.368408203125,106.0946502685547,.0115646254271269,.1354581713676453
1939,330,1938/1939,Other liabilities,all,232,4078.31591796875,361.9700012207031,.0394557826220989,.4621514081954956
1939,401,1938/1939,Unmatured debt payable in foreign currencies,all,875,15381.5791015625,1365.188598632813,.1488095223903656,1.743027925491333
1939,521,1938/1939,Debt charges,all,133,2338,207.5086669921875,.0226190481334925,.2649402320384979
1939,530,1938/1939,Cash deficit (+) or surplus (-),all,51,896.5263671875,79.57099151611328,.0086734695360065,.1015936285257339
1940,100,1939/1940,Net federal debt,all,3271,56026.359375,4922.79736328125,.4681551456451416,5.820284843444824
1940,200,1939/1940,Financial assets,all,758,12983.1796875,1140.776733398438,.1084871888160706,1.348754405975342
1940,300,1939/1940,Gross federal debt,all,4029,69009.5390625,6063.57421875,.5766423344612122,7.169039249420166
1940,310,1939/1940,Unmatured debt,all,3696,63305.84765625,5562.4150390625,.528982400894165,6.576512336730957
1940,311,1939/1940,Treasury bills,all,155,2654.871826171875,233.2722778320313,.0221840552985668,.2758007049560547
1940,312,1939/1940,Canada savings bonds,all,0,0,0,0,0
1940,313,1939/1940,Marketable bonds,all,3541,60650.97265625,5329.142578125,.5067983269691467,6.300711631774902
1940,320,1939/1940,Superannuation accounts,all,71,1216.1025390625,106.8537521362305,.0101617285981774,.1263345181941986
1940,330,1939/1940,Other liabilities,all,262,4487.58984375,394.3053894042969,.0374982096254826,.4661921560764313
1940,401,1939/1940,Unmatured debt payable in foreign currencies,all,791,13548.41015625,1190.441162109375,.1132102459669113,1.40747332572937
1940,521,1939/1940,Debt charges,all,135,2312.3076171875,203.1726226806641,.0193215981125832,.2402135282754898
1940,530,1939/1940,Cash deficit (+) or surplus (-),all,119,2038.25634765625,179.0929107666016,.0170316305011511,.2117437720298767
1941,100,1940/1941,Net federal debt,all,3649,59452.00390625,5166.5947265625,.4276840090751648,4.184633255004883
1941,200,1940/1941,Financial assets,all,1359,22141.7578125,1924.198974609375,.1592826992273331,1.558486223220825
1941,300,1940/1941,Gross federal debt,all,5008,81593.7578125,7090.79345703125,.5869666934013367,5.743119239807129
1941,310,1940/1941,Unmatured debt,all,4372,71231.6171875,6190.28515625,.5124238133430481,5.013761520385742
1941,311,1940/1941,Treasury bills,all,230,3747.3173828125,325.6554565429688,.0269573368132114,.2637614607810974
1941,312,1940/1941,Canada savings bonds,all,0,0,0,0,0
1941,313,1940/1941,Marketable bonds,all,3892,63411.125,5510.65673828125,.4561650156974792,4.463302612304688
1941,320,1940/1941,Superannuation accounts,all,75,1221.951293945313,106.1919937133789,.0087904362007976,.0860091745853424
1941,330,1940/1941,Other liabilities,all,561,9140.1953125,794.3161010742188,.0657524615526199,.6433486342430115
