date,itemid,fiscalyear,Item,sheet,Nominal millions of dollars,Real 2019 millions of dollars,Real 2019 per capita dollars,Share of GDP,Share of Total revenue
1950,330,1949/1950,Other liabilities,all,1478,16319.07421875,1199.314697265625,.0772810429334641,.5728682279586792
1950,401,1949/1950,Unmatured debt payable in foreign currencies,all,500,5520.6611328125,405.7221374511719,.026143791154027,.1937984526157379
1950,521,1949/1950,Debt charges,all,451,4979.63623046875,365.9613647460938,.0235816985368729,.1748062074184418
1950,530,1949/1950,Cash deficit (+) or surplus (-),all,-131,-1446.413208007813,-106.299201965332,-.0068496731109917,-.0507751926779747
1951,100,1950/1951,Net federal debt,all,11427,117434.40625,8466.7919921875,.5128815174102783,3.670735597610474
1951,200,1950/1951,Financial assets,all,5291,54375.19921875,3920.34619140625,.2374775558710098,1.699646592140198
1951,300,1950/1951,Gross federal debt,all,16718,171809.609375,12387.1376953125,.750359058380127,5.370382308959961
1951,310,1950/1951,Unmatured debt,all,15002,154174.40625,11115.6748046875,.673339307308197,4.819145679473877
1951,311,1950/1951,Treasury bills,all,450,4624.615234375,333.42578125,.0201974865049124,.1445550918579102
1951,312,1950/1951,Canada savings bonds,all,955,9814.4619140625,707.6035766601563,.042863555252552,.3067780137062073
1951,313,1950/1951,Marketable bonds,all,12647,129972.25,9370.74609375,.5676391124725342,4.06264066696167
1951,320,1950/1951,Superannuation accounts,all,285,2928.923095703125,211.1696624755859,.0127917416393757,.0915515571832657
1951,330,1950/1951,Other liabilities,all,1431,14706.27734375,1060.2939453125,.0642280057072639,.4596851766109467
1951,401,1950/1951,Unmatured debt payable in foreign currencies,all,422,4336.86181640625,312.6792907714844,.0189407542347908,.1355605572462082
1951,521,1950/1951,Debt charges,all,439,4511.5693359375,325.2753601074219,.0197037700563669,.1410215198993683
1951,530,1950/1951,Cash deficit (+) or surplus (-),all,-212,-2178.707763671875,-157.0805816650391,-.0095152603462338,-.0681015104055405
1952,100,1951/1952,Net federal debt,all,11163,103567.84375,7254.17431640625,.4421776533126831,2.785874605178833
1952,200,1951/1952,Financial assets,all,5656,52475.1171875,3675.500244140625,.2240398377180099,1.411529779434204
1952,300,1951/1952,Gross federal debt,all,16819,156042.953125,10929.673828125,.6662175059318542,4.197404384613037
1952,310,1951/1952,Unmatured debt,all,14695,136336.953125,9549.412109375,.5820837020874023,3.667332172393799
1952,311,1951/1952,Treasury bills,all,450,4175.00048828125,292.4284057617188,.0178249515593052,.1123034656047821
1952,312,1951/1952,Canada savings bonds,all,1059,9825.16796875,688.1815185546875,.0419480539858341,.2642875015735626
1952,313,1951/1952,Marketable bonds,all,12236,113522.8984375,7951.45361328125,.4846802353858948,3.053656101226807
1952,320,1951/1952,Superannuation accounts,all,450,4175.00048828125,292.4284057617188,.0178249515593052,.1123034656047821
1952,330,1951/1952,Other liabilities,all,1674,15531.001953125,1087.833740234375,.066308818757534,.4177688956260681
1952,401,1951/1952,Unmatured debt payable in foreign currencies,all,396,3674.00048828125,257.3370056152344,.0156859569251537,.0988270491361618
1952,521,1951/1952,Debt charges,all,531,4926.50048828125,345.0655212402344,.0210334435105324,.1325180977582932
1952,530,1951/1952,Cash deficit (+) or surplus (-),all,-248,-2300.88916015625,-161.1605529785156,-.0098235290497541,-.0618916898965836
1953,100,1952/1953,Net federal debt,all,11151,105657.703125,7196.4111328125,.419946700334549,2.432060956954956
1953,200,1952/1953,Financial assets,all,6206,58802.953125,4005.10498046875,.2337179780006409,1.353544116020203
1953,300,1952/1953,Gross federal debt,all,17357,164460.65625,11201.515625,.6536646485328674,3.785605192184448
1953,310,1952/1953,Unmatured debt,all,14811,140336.859375,9558.4287109375,.5577822923660278,3.230316162109375
1953,311,1952/1953,Treasury bills,all,600,5685.1064453125,387.2160949707031,.022596001625061,.1308615058660507
1953,312,1952/1953,Canada savings bonds,all,1166,11048.056640625,752.4899291992188,.0439115650951862,.2543075382709503
1953,313,1952/1953,Marketable bonds,all,12095,114602.2734375,7805.630859375,.4554977416992188,2.63794994354248
1953,320,1952/1953,Superannuation accounts,all,569,5391.3759765625,367.2099304199219,.0214285422116518,.1241003274917603
1953,330,1952/1953,Other liabilities,all,1977,18732.42578125,1275.876953125,.0744538232684135,.4311886727809906
1953,401,1952/1953,Unmatured debt payable in foreign currencies,all,394,3733.219970703125,254.2718963623047,.0148380417376757,.0859323889017105
1953,521,1952/1953,Debt charges,all,465,4405.95751953125,300.0924682617188,.0175119023770094,.1014176681637764
1953,530,1952/1953,Cash deficit (+) or surplus (-),all,61,577.98583984375,39.36697006225586,.002297260100022,.0133042531087995
1954,100,1953/1954,Net federal debt,all,11092,105098.671875,6957.873046875,.4143478274345398,2.365536451339722
1954,200,1953/1954,Financial assets,all,6466,61266.49609375,4056.041015625,.2415410280227661,1.378972053527832
1954,300,1953/1954,Gross federal debt,all,17558,166365.171875,11013.9140625,.6558888554573059,3.744508504867554
1954,310,1953/1954,Unmatured debt,all,14576,138110.1875,9143.3427734375,.5444945693016052,3.108551979064941
1954,311,1953/1954,Treasury bills,all,650,6158.865234375,407.7368774414063,.0242811124771833,.1386223137378693
1954,312,1953/1954,Canada savings bonds,all,1558,14762.326171875,977.3139038085938,.0581999570131302,.3322670161724091
1954,313,1953/1954,Marketable bonds,all,11618,110082.609375,7287.826171875,.433996856212616,2.477713823318481
1954,320,1953/1954,Superannuation accounts,all,703,6661.0498046875,440.9830932617188,.0262609571218491,.1499253511428833
1954,330,1953/1954,Other liabilities,all,2279,21593.9296875,1429.588134765625,.0851333141326904,.4860311448574066
1954,401,1953/1954,Unmatured debt payable in foreign currencies,all,392,3714.26953125,245.8966979980469,.0146433785557747,.0835999175906181
1954,521,1953/1954,Debt charges,all,496,4699.68798828125,311.1345825195313,.0185283552855253,.1057794839143753
1954,530,1953/1954,Cash deficit (+) or surplus (-),all,33,312.6808471679688,20.70048713684082,.0012327333679423,.0070377481169999
1955,100,1954/1955,Net federal debt,all,11229,106396.765625,6848.84228515625,.3793452978134155,2.543951034545898
1955,200,1954/1955,Financial assets,all,6332,59996.82421875,3862.0419921875,.213911697268486,1.434526562690735
1955,300,1954/1955,Gross federal debt,all,17561,166393.59375,10710.884765625,.5932570099830627,3.978477478027344
1955,310,1954/1955,Unmatured debt,all,14496,137352.171875,8841.4658203125,.489713191986084,3.284096002578735
1955,311,1954/1955,Treasury bills,all,890,8432.908203125,542.8328247070313,.0300665516406298,.201631173491478
1955,312,1954/1955,Canada savings bonds,all,2031,19244.0859375,1238.756713867188,.0686125457286835,.4601268768310547
1955,313,1954/1955,Marketable bonds,all,10875,103042.5546875,6632.92919921875,.3673862516880035,2.463751792907715
1955,320,1954/1955,Superannuation accounts,all,886,8395.0068359375,540.3931274414063,.0299314204603434,.2007249593734741
1955,330,1954/1955,Other liabilities,all,2179,20646.412109375,1329.025512695313,.0736123770475388,.4936565458774567
1955,401,1954/1955,Unmatured debt payable in foreign currencies,all,400,3790.071044921875,243.9698181152344,.0135130565613508,.0906207486987114
1955,521,1954/1955,Debt charges,all,502,4756.5390625,306.1820983886719,.016958886757493,.1137290447950363
1955,530,1954/1955,Cash deficit (+) or surplus (-),all,243,2302.46826171875,148.2116546630859,.0082091819494963,.0550521053373814
1956,100,1955/1956,Net federal debt,all,11241,105760.3984375,6643.65869140625,.3366019427776337,2.383587837219238
1956,200,1955/1956,Financial assets,all,7457,70158.8203125,4407.23779296875,.2232933640480042,1.581212878227234
1956,300,1955/1956,Gross federal debt,all,18698,175919.21875,11050.896484375,.5598952770233154,3.964800596237183
1956,310,1955/1956,Unmatured debt,all,15408,144965.421875,9106.439453125,.4613791108131409,3.267175674438477
1956,311,1955/1956,Treasury bills,all,1600,15053.521484375,945.6323852539063,.0479106046259403,.3392705619335175
1956,312,1955/1956,Canada savings bonds,all,2380,22392.11328125,1406.628173828125,.0712670236825943,.5046649575233459
1956,313,1955/1956,Marketable bonds,all,10928,102815.5546875,6458.6689453125,.3272294104099274,2.317218065261841
1956,320,1955/1956,Superannuation accounts,all,1027,9662.4794921875,606.977783203125,.0307526178658009,.2177692949771881
1956,330,1955/1956,Other liabilities,all,2263,21291.32421875,1337.478759765625,.0677635595202446,.4798558056354523
1956,401,1955/1956,Unmatured debt payable in foreign currencies,all,352,3311.77490234375,208.0391235351563,.0105403326451778,.0746395215392113
1956,521,1955/1956,Debt charges,all,514,4835.94384765625,303.7843933105469,.0153912818059325,.1089906692504883
1956,530,1955/1956,Cash deficit (+) or surplus (-),all,71,668.0000610351563,41.96243667602539,.0021260329522192,.0150551311671734
1957,100,1956/1957,Net federal debt,all,10967,100355.5625,6137.2041015625,.3125622868537903,2.002007961273193
1957,200,1956/1957,Financial assets,all,6995,64009.04296875,3914.447265625,.1993592828512192,1.276925921440125
1957,300,1956/1957,Gross federal debt,all,17962,164364.609375,10051.6513671875,.5119215846061707,3.278934001922607
1957,310,1956/1957,Unmatured debt,all,14368,131477.046875,8040.42578125,.4094916582107544,2.622854948043823
1957,311,1956/1957,Treasury bills,all,1625,14869.86328125,909.3605346679688,.0463129132986069,.2966411113739014
1957,312,1956/1957,Canada savings bonds,all,2421,22153.80859375,1354.807250976563,.0689991191029549,.4419496059417725
1957,313,1956/1957,Marketable bonds,all,10322,94453.375,5776.2578125,.2941796183586121,1.884264349937439
1957,320,1956/1957,Superannuation accounts,all,1268,11603.068359375,709.5809936523438,.0361383222043514,.2314713448286057
1957,330,1956/1957,Other liabilities,all,2326,21284.494140625,1301.644653320313,.0662915930151939,.424607515335083
1957,401,1956/1957,Unmatured debt payable in foreign currencies,all,352,3221.041259765625,196.9814758300781,.0100320894271135,.064257025718689
1957,521,1956/1957,Debt charges,all,534,4886.4658203125,298.8298645019531,.0152191361412406,.097480833530426
1957,530,1956/1957,Cash deficit (+) or surplus (-),all,-260,-2379.17822265625,-145.4976806640625,-.0074100662022829,-.0474625788629055
1958,100,1957/1958,Net federal debt,all,11015,98106.9375,5802.74072265625,.3022904098033905,2.032287836074829
1958,200,1957/1958,Financial assets,all,7015,62480.26953125,3695.526611328125,.1925163269042969,1.294280409812927
1958,300,1957/1958,Gross federal debt,all,18030,160587.203125,9498.267578125,.4948067367076874,3.326568365097046
1958,310,1957/1958,Unmatured debt,all,14245,126875.46875,7504.31591796875,.3909330070018768,2.628228664398193
1958,311,1957/1958,Treasury bills,all,1525,13582.6669921875,803.3753662109375,.0418513752520084,.281365305185318
1958,312,1957/1958,Canada savings bonds,all,2547,22685.28125,1341.7685546875,.0698986575007439,.4699262082576752
1958,313,1957/1958,Marketable bonds,all,10173,90607.5234375,5359.17236328125,.2791829705238342,1.87693727016449
1958,320,1957/1958,Superannuation accounts,all,1494,13306.560546875,787.04443359375,.0410006232559681,.2756457626819611
1958,330,1957/1958,Other liabilities,all,2291,20405.173828125,1206.906860351563,.0628731101751328,.4226937294006348
1958,401,1957/1958,Unmatured debt payable in foreign currencies,all,352,3135.146728515625,185.4348449707031,.0096601201221347,.0649446472525597
1958,521,1957/1958,Debt charges,all,567,5050.080078125,298.6976013183594,.0155604779720306,.1046125441789627
1958,530,1957/1958,Cash deficit (+) or surplus (-),all,62,552.21337890625,32.66181945800781,.0017014985205606,.0114391148090363
1959,100,1958/1959,Net federal debt,all,11627,101527.2734375,5862.52880859375,.2997727394104004,2.26647162437439
1959,200,1958/1959,Financial assets,all,8081,70563.5078125,4074.575927734375,.2083481103181839,1.575243711471558
1959,300,1958/1959,Gross federal debt,all,19708,172090.78125,9937.1044921875,.5081208348274231,3.841715335845947
1959,310,1958/1959,Unmatured debt,all,15574,135992.578125,7852.67236328125,.4015361368656158,3.03586745262146
1959,311,1958/1959,Treasury bills,all,1595,13927.58203125,804.225830078125,.0411230362951756,.3109161853790283
1959,312,1958/1959,Canada savings bonds,all,2848,24868.8125,1436.009399414063,.0734284669160843,.555165708065033
1959,313,1958/1959,Marketable bonds,all,11131,97196.1875,5612.43701171875,.2869846522808075,2.169785499572754
1959,320,1958/1959,Superannuation accounts,all,1697,14818.2490234375,855.6559448242188,.04375284537673,.3307992219924927
1959,330,1958/1959,Other liabilities,all,2437,21279.94921875,1228.7763671875,.0628318712115288,.4750487208366394
1959,401,1958/1959,Unmatured debt payable in foreign currencies,all,202,1763.869384765625,101.8517913818359,.005208058282733,.0393762178719044
1959,521,1958/1959,Debt charges,all,648,5658.35302734375,326.7324829101563,.0167070385068655,.1263157874345779
1959,530,1958/1959,Cash deficit (+) or surplus (-),all,821,7168.99365234375,413.9620056152344,.0211674049496651,.1600389927625656
1960,100,1959/1960,Net federal debt,all,12047,103837.375,5863.20556640625,.2973606288433075,2.063902616500854
1960,200,1959/1960,Financial assets,all,8352,71988.8515625,4064.870361328125,.2061555534601212,1.430872082710266
1960,300,1959/1960,Gross federal debt,all,20399,175826.21875,9928.076171875,.5035161972045898,3.49477481842041
1960,310,1959/1960,Unmatured debt,all,15890,136961.546875,7733.57177734375,.3922188580036163,2.722288846969604
1960,311,1959/1960,Treasury bills,all,2125,18316.12890625,1034.225219726563,.0524521768093109,.3640568852424622
1960,312,1959/1960,Canada savings bonds,all,3137,27038.91796875,1526.759887695313,.0774317532777786,.5374336242675781
1960,313,1959/1960,Marketable bonds,all,10628,91606.5078125,5172.58642578125,.2623349130153656,1.820798397064209
1960,320,1959/1960,Superannuation accounts,all,1910,16462.96875,929.5859985351563,.0471452474594116,.3272228837013245
1960,330,1959/1960,Other liabilities,all,2599,22401.703125,1264.918334960938,.0641520917415619,.4452629685401917
1960,401,1959/1960,Unmatured debt payable in foreign currencies,all,202,1741.109741210938,98.31224060058594,.0049860421568155,.0346068181097507
1960,521,1959/1960,Debt charges,all,784,6757.57421875,381.5682983398438,.0193517673760653,.1343155801296234
1960,530,1959/1960,Cash deficit (+) or surplus (-),all,441,3801.135498046875,214.6321563720703,.0108853690326214,.0755525082349777
1961,100,1960/1961,Net federal debt,all,12394,105467.421875,5829.505859375,.2944012880325317,1.992284178733826
1961,200,1960/1961,Financial assets,all,8470,72075.9296875,3983.8564453125,.2011924237012863,1.361517429351807
1961,300,1960/1961,Gross federal debt,all,20864,177543.359375,9813.3623046875,.4955937266349792,3.353801727294922
1961,310,1960/1961,Unmatured debt,all,16068,136731.53125,7557.568359375,.3816717863082886,2.58286452293396
1961,311,1960/1961,Treasury bills,all,1935,16465.98828125,910.1253662109375,.0459630861878395,.3110432326793671
1961,312,1960/1961,Canada savings bonds,all,3555,30251.466796875,1672.0908203125,.0844438076019287,.5714515447616577
1961,313,1960/1961,Marketable bonds,all,10578,90014.0703125,4975.35205078125,.2512648701667786,1.700369715690613
1961,320,1960/1961,Superannuation accounts,all,2106,17921.123046875,990.5550537109375,.0500249415636063,.3385307788848877
1961,330,1960/1961,Other liabilities,all,2690,22890.703125,1265.238891601563,.063897006213665,.4324063658714294
1961,401,1960/1961,Unmatured debt payable in foreign currencies,all,130,1106.2421875,61.1453742980957,.0030879592522979,.0208969619125128
1961,521,1960/1961,Debt charges,all,798,6790.625,375.3385314941406,.0189553201198578,.1282752007246017
1961,530,1960/1961,Cash deficit (+) or surplus (-),all,330,2808.153076171875,155.2151794433594,.0078386664390564,.0530461333692074
1962,100,1961/1962,Net federal debt,all,13378,113840.828125,6172.9111328125,.2919940650463104,2.098839044570923
1962,200,1961/1962,Financial assets,all,9397,79964.2890625,4335.98779296875,.2051030248403549,1.474270462989807
1962,300,1961/1962,Gross federal debt,all,22775,193805.109375,10508.8984375,.4970970749855042,3.57310938835144
1962,310,1961/1962,Unmatured debt,all,16946,144202.921875,7819.2666015625,.3698707818984985,2.658613204956055
1962,311,1961/1962,Treasury bills,all,1885,16040.5107421875,869.781494140625,.0411428324878216,.2957326769828796
1962,312,1961/1962,Canada savings bonds,all,4055,34506.24609375,1871.068481445313,.0885061994194984,.636178195476532
1962,313,1961/1962,Marketable bonds,all,11006,93656.1640625,5078.41650390625,.2402217537164688,1.726702213287354
1962,320,1961/1962,Superannuation accounts,all,2326,19793.224609375,1073.268920898438,.0507682897150517,.3649199903011322
1962,330,1961/1962,Other liabilities,all,3503,29808.970703125,1616.36328125,.0764580070972443,.5495764017105103
1962,401,1961/1962,Unmatured debt payable in foreign currencies,all,130,1106.2421875,59.98493194580078,.0028374367393553,.0203953552991152
1962,521,1961/1962,Debt charges,all,839,7139.5166015625,387.1335144042969,.0183123797178268,.1316284835338593
1962,530,1961/1962,Cash deficit (+) or surplus (-),all,771,6560.86669921875,355.7568054199219,.0168281830847263,.1209601536393166
1963,100,1962/1963,Net federal debt,all,14079,117559.65625,6257.5,.285566508769989,2.142922401428223
1963,200,1962/1963,Financial assets,all,10415,86965.25,4629.01220703125,.2112490385770798,1.585235953330994
1963,300,1962/1963,Gross federal debt,all,24494,204524.90625,10886.5126953125,.4968155324459076,3.728158235549927
1963,310,1962/1963,Unmatured debt,all,17962,149982.703125,7983.32373046875,.364326000213623,2.733942270278931
1963,311,1962/1963,Treasury bills,all,2165,18077.75,962.2478637695313,.0439130254089832,.3295281529426575
1963,312,1962/1963,Canada savings bonds,all,4582,38259.69921875,2036.498657226563,.0929374098777771,.6974124908447266
1963,313,1962/1963,Marketable bonds,all,11215,93645.25,4984.5771484375,.2274755537509918,1.707001566886902
1963,320,1962/1963,Superannuation accounts,all,2603,21735.05078125,1156.919677734375,.052797045558691,.3961948156356812
1963,330,1962/1963,Other liabilities,all,3929,32807.15234375,1746.268798828125,.079692505300045,.5980213284492493
1963,401,1962/1963,Unmatured debt payable in foreign currencies,all,411,3431.85009765625,182.6715393066406,.0083363754674792,.062557078897953
1963,521,1962/1963,Debt charges,all,918,7665.30029296875,408.0108642578125,.0186199340969324,.1397260278463364
1963,530,1962/1963,Cash deficit (+) or surplus (-),all,735,6137.25,326.6753540039063,.0149081172421575,.1118721440434456
1964,100,1963/1964,Net federal debt,all,15262,125092.234375,6534.96142578125,.2822741866111755,2.179351806640625
1964,200,1963/1964,Financial assets,all,10950,89749.703125,4688.626953125,.2025227546691895,1.563615560531616
1964,300,1963/1964,Gross federal debt,all,26212,214841.9375,11223.5888671875,.4847969114780426,3.742967367172241
1964,310,1963/1964,Unmatured debt,all,18740,153599.03125,8024.189453125,.3466005623340607,2.675996065139771
1964,311,1963/1964,Treasury bills,all,2230,18277.79296875,954.8528442382813,.0412443578243256,.3184349536895752
1964,312,1963/1964,Canada savings bonds,all,5092,41735.66015625,2180.318603515625,.0941777005791664,.7271169424057007
1964,313,1963/1964,Marketable bonds,all,11418,93585.578125,4889.01806640625,.2111785113811493,1.630444049835205
1964,320,1963/1964,Superannuation accounts,all,3504,28719.904296875,1500.360717773438,.0648072808980942,.5003569722175598
1964,330,1963/1964,Other liabilities,all,3968,32522.99609375,1699.03857421875,.0733890682458878,.5666143298149109
1964,401,1963/1964,Unmatured debt payable in foreign currencies,all,376,3081.816162109375,160.9976043701172,.0069542056880891,.0536912754178047
1964,521,1963/1964,Debt charges,all,994,8147.14208984375,425.6160278320313,.0183842573314905,.1419391632080078
1964,530,1963/1964,Cash deficit (+) or surplus (-),all,678,5557.10498046875,290.3095092773438,.0125397648662329,.0968156531453133
1965,100,1964/1965,Net federal debt,all,15748,126742.9453125,6499.3046875,.2639668881893158,1.934406042098999
1965,200,1964/1965,Financial assets,all,11090,89254.4609375,4576.9169921875,.1858898103237152,1.362240552902222
1965,300,1964/1965,Gross federal debt,all,26838,215997.40625,11076.2216796875,.449856698513031,3.296646595001221
1965,310,1964/1965,Unmatured debt,all,18978,152738.609375,7832.34765625,.3181079030036926,2.331163167953491
1965,311,1964/1965,Treasury bills,all,2140,17223.1328125,883.1923217773438,.0358705297112465,.2628669738769531
1965,312,1964/1965,Canada savings bonds,all,5552,44683.56640625,2291.347412109375,.093062236905098,.6819800734519958
1965,313,1964/1965,Marketable bonds,all,11286,90831.90625,4657.8076171875,.1891751438379288,1.386316180229187
1965,320,1964/1965,Superannuation accounts,all,4191,33729.9765625,1729.653686523438,.0702492520213127,.5148016214370728
1965,330,1964/1965,Other liabilities,all,3669,29528.8203125,1514.220825195313,.0614995211362839,.450681746006012
1965,401,1964/1965,Unmatured debt payable in foreign currencies,all,376,3026.12060546875,155.1777191162109,.0063024857081473,.0461859740316868
1965,521,1964/1965,Debt charges,all,1051,8458.6513671875,433.7547302246094,.0176167879253626,.1290996223688126
1965,530,1964/1965,Cash deficit (+) or surplus (-),all,-37,-297.7831420898438,-15.2701473236084,-.0006201913929544,-.0045448960736394
1966,100,1965/1966,Net federal debt,all,15381,120169.6796875,6051.75390625,.2302234768867493,1.708999991416931
1966,200,1965/1966,Financial assets,all,12357,96543.578125,4861.94189453125,.1849601119756699,1.373000025749207
1966,300,1965/1966,Gross federal debt,all,27738,216713.25,10913.6953125,.4151835739612579,3.082000017166138
1966,310,1965/1966,Unmatured debt,all,19110,149303.859375,7518.953125,.2860392928123474,2.123333215713501
1966,311,1965/1966,Treasury bills,all,2150,16797.66015625,845.931396484375,.0321812927722931,.2388888895511627
1966,312,1965/1966,Canada savings bonds,all,5733,44791.15625,2255.68603515625,.0858117938041687,.6370000243186951
1966,313,1965/1966,Marketable bonds,all,11227,87715.0390625,4417.3359375,.1680462211370468,1.24744439125061
1966,320,1965/1966,Superannuation accounts,all,4439,34681.30859375,1746.553344726563,.066443145275116,.4932222366333008
1966,330,1965/1966,Other liabilities,all,4189,32728.091796875,1648.189208984375,.0627011358737946,.4654444456100464
1966,401,1965/1966,Unmatured debt payable in foreign currencies,all,371,2898.572998046875,145.9723510742188,.005553144030273,.0412222221493721
1966,521,1965/1966,Debt charges,all,1107,8648.841796875,435.5563049316406,.0165696237236261,.1230000033974648
1966,530,1965/1966,Cash deficit (+) or surplus (-),all,-168,-1312.561401367188,-66.10068511962891,-.0025146312545985,-.0186666660010815
1967,100,1966/1967,Net federal debt,all,15866,119756.921875,5920.35400390625,.2206277102231979,1.62195873260498
1967,200,1966/1967,Financial assets,all,13978,105506.2578125,5215.85205078125,.19437375664711,1.428951144218445
1967,300,1966/1967,Gross federal debt,all,29844,225263.1875,11136.2060546875,.4150014519691467,3.050909757614136
1967,310,1966/1967,Unmatured debt,all,19940,150507.5625,7440.55615234375,.2772794961929321,2.038437843322754
1967,311,1966/1967,Treasury bills,all,2310,17435.931640625,861.9701538085938,.0321221463382244,.2361480295658112
1967,312,1966/1967,Canada savings bonds,all,6016,45408.90234375,2244.853759765625,.0836566388607025,.6150071620941162
1967,313,1966/1967,Marketable bonds,all,11612,87647.640625,4332.98583984375,.161472886800766,1.187078356742859
1967,320,1966/1967,Superannuation accounts,all,4892,36924.92578125,1825.436279296875,.0680266469717026,.5001022219657898
1967,330,1966/1967,Other liabilities,all,5012,37830.6875,1870.213989257813,.0696953237056732,.5123696327209473
1967,401,1966/1967,Unmatured debt payable in foreign currencies,all,366,2762.576171875,136.5718841552734,.0050894832238555,.0374156609177589
1967,521,1966/1967,Debt charges,all,1180,8906.6669921875,440.3137512207031,.0164087153971195,.1206297278404236
1967,530,1966/1967,Cash deficit (+) or surplus (-),all,294,2219.11865234375,109.7052917480469,.0040882732719183,.0300552025437355
1968,100,1967/1968,Net federal debt,all,16713,120694.96875,5864.3876953125,.2127174884080887,1.547786593437195
1968,200,1967/1968,Financial assets,all,15295,110454.703125,5366.8291015625,.1946696490049362,1.416465997695923
1968,300,1967/1968,Gross federal debt,all,32008,231149.671875,11231.216796875,.4073871374130249,2.964252710342407
1968,310,1967/1968,Unmatured debt,all,20580,148620.984375,7221.27099609375,.2619353830814362,1.905908465385437
1968,311,1967/1968,Treasury bills,all,2480,17909.623046875,870.2017822265625,.031564611941576,.2296721637248993
1968,312,1967/1968,Canada savings bonds,all,6097,44030.23046875,2139.363037109375,.0776005834341049,.5646415948867798
1968,313,1967/1968,Marketable bonds,all,11998,86645.015625,4209.95166015625,.1527065336704254,1.11113166809082
1968,320,1967/1968,Superannuation accounts,all,5351,38642.8984375,1877.6005859375,.0681057423353195,.4955547451972961
1968,330,1967/1968,Other liabilities,all,6077,43885.796875,2132.34521484375,.0773460268974304,.5627893805503845
1968,401,1967/1968,Unmatured debt payable in foreign currencies,all,160,1155.45947265625,56.14204788208008,.0020364266820252,.0148175591602921
1968,521,1967/1968,Debt charges,all,1291,9323.1142578125,452.9961547851563,.0164314173161983,.1195591762661934
1968,530,1967/1968,Cash deficit (+) or surplus (-),all,773,5582.3134765625,271.2362670898438,.0098384860903025,.0715873315930367
1969,100,1968/1969,Net federal debt,all,17396,121047.1640625,5795.0576171875,.2010679841041565,1.433893799781799
1969,200,1968/1969,Financial assets,all,16959,118006.3671875,5649.4814453125,.1960170120000839,1.397873401641846
1969,300,1968/1969,Gross federal debt,all,34355,239053.53125,11444.5390625,.3970850110054016,2.831767320632935
1969,310,1968/1969,Unmatured debt,all,22101,153786.125,7362.41455078125,.2554497420787811,1.821711182594299
1969,311,1968/1969,Treasury bills,all,2840,19761.666015625,946.0774536132813,.0328255407512188,.234091654419899
1969,312,1968/1969,Canada savings bonds,all,6168,42919,2054.720458984375,.071291521191597,.5084075331687927
1969,313,1968/1969,Marketable bonds,all,13082,91028.9140625,4357.95263671875,.1512055248022079,1.07830536365509
1969,320,1968/1969,Superannuation accounts,all,5884,40942.83203125,1960.112548828125,.0680089667439461,.484998345375061
1969,330,1968/1969,Other liabilities,all,6370,44324.58203125,2122.01171875,.0736262947320938,.5250576734542847
1969,401,1968/1969,Unmatured debt payable in foreign currencies,all,443,3082.54150390625,147.5747528076172,.0051203216426075,.0365150012075901
1969,521,1968/1969,Debt charges,all,1467,10207.875,488.6956481933594,.0169560089707375,.1209198832511902
1969,530,1968/1969,Cash deficit (+) or surplus (-),all,661,4599.4580078125,220.1961975097656,.0076400288380682,.0544840097427368
1970,100,1969/1970,Net federal debt,all,18095,119677.828125,5649.9775390625,.1940753161907196,1.237772703170776
1970,200,1969/1970,Financial assets,all,17725,117230.6953125,5534.44921875,.1901069283485413,1.21246325969696
1970,300,1969/1970,Gross federal debt,all,35820,236908.53125,11184.4267578125,.3841822445392609,2.450236082077026
1970,310,1969/1970,Unmatured debt,all,22637,149717.984375,7068.17041015625,.2427898794412613,1.548464298248291
1970,311,1969/1970,Treasury bills,all,2895,19147.12890625,903.9339599609375,.0310499053448439,.1980299651622772
1970,312,1969/1970,Canada savings bonds,all,6579,43512.59765625,2054.22509765625,.0705621168017387,.4500307738780975
1970,313,1969/1970,Marketable bonds,all,13148,86959.0546875,4105.32763671875,.1410169750452042,.8993775248527527
1970,320,1969/1970,Superannuation accounts,all,6505,43023.171875,2031.119384765625,.0697684362530708,.4449688792228699
1970,330,1969/1970,Other liabilities,all,6678,44167.3671875,2085.13671875,.0716239288449287,.4568027853965759
1970,401,1969/1970,Unmatured debt payable in foreign currencies,all,447,2956.396240234375,139.5711517333984,.004794233944267,.0305766463279724
1970,521,1969/1970,Debt charges,all,1696,11217.109375,529.5585327148438,.0181902032345533,.1160134077072144
1970,530,1969/1970,Cash deficit (+) or surplus (-),all,-371,-2453.74267578125,-115.840934753418,-.0039791068993509,-.0253779329359531
1971,100,1970/1971,Net federal debt,all,18581,121687.34375,5669.10498046875,.182583749294281,1.209385633468628
1971,200,1970/1971,Financial assets,all,21349,139815.03125,6513.62841796875,.209783136844635,1.389546990394592
1971,300,1970/1971,Gross federal debt,all,39930,261502.375,12182.7333984375,.392366886138916,2.598932504653931
1971,310,1970/1971,Unmatured debt,all,25201,165041.859375,7688.88232421875,.2476343065500259,1.640262961387634
1971,311,1970/1971,Treasury bills,all,3735,24460.58984375,1139.557006835938,.0367014855146408,.2431007623672485
1971,312,1970/1971,Canada savings bonds,all,7805,51115.1015625,2381.3232421875,.0766948014497757,.5080057382583618
1971,313,1970/1971,Marketable bonds,all,13640,89328.6328125,4161.5947265625,.1340316534042358,.8877896666526794
