"date","itemid","fiscalyear","Item","Normalization","Value"
1872,320,"1871/1872","Superannuation accounts","Share of GDP",0
1872,330,"1871/1872","Other liabilities","Share of GDP",0.0827270448207855
1872,401,"1871/1872","Unmatured debt payable in foreign currencies","Share of GDP",0.169925808906555
1872,521,"1871/1872","Debt charges","Share of GDP",0.0111793298274279
1872,530,"1871/1872","Cash deficit (+) or surplus (-)","Share of GDP",0.0089434636756778
1873,100,"1872/1873","Net federal debt","Share of GDP",0.205015495419502
1873,200,"1872/1873","Financial assets","Share of GDP",0.0615046508610249
1873,300,"1872/1873","Gross federal debt","Share of GDP",0.266520142555237
1873,310,"1872/1873","Unmatured debt","Share of GDP",0.172213017940521
1873,311,"1872/1873","Treasury bills","Share of GDP",0
1873,312,"1872/1873","Canada savings bonds","Share of GDP",0
1873,313,"1872/1873","Marketable bonds","Share of GDP",0.172213017940521
1873,320,"1872/1873","Superannuation accounts","Share of GDP",0
1873,330,"1872/1873","Other liabilities","Share of GDP",0.0943071320652962
1873,401,"1872/1873","Unmatured debt payable in foreign currencies","Share of GDP",0.15581177175045
1873,521,"1872/1873","Debt charges","Share of GDP",0.0102507751435041
1873,530,"1872/1873","Cash deficit (+) or surplus (-)","Share of GDP",0.0369027890264988
1874,100,"1873/1874","Net federal debt","Share of GDP",0.222431376576424
1874,200,"1873/1874","Financial assets","Share of GDP",0.067965142428875
1874,300,"1873/1874","Gross federal debt","Share of GDP",0.290396511554718
1874,310,"1873/1874","Unmatured debt","Share of GDP",0.19565723836422
1874,311,"1873/1874","Treasury bills","Share of GDP",0
1874,312,"1873/1874","Canada savings bonds","Share of GDP",0
1874,313,"1873/1874","Marketable bonds","Share of GDP",0.19565723836422
1874,320,"1873/1874","Superannuation accounts","Share of GDP",0
1874,330,"1873/1874","Other liabilities","Share of GDP",0.0947392955422401
1874,401,"1873/1874","Unmatured debt payable in foreign currencies","Share of GDP",0.17712128162384
1874,521,"1873/1874","Debt charges","Share of GDP",0.0123572992160916
1874,530,"1873/1874","Cash deficit (+) or surplus (-)","Share of GDP",0.0164763983339071
1875,100,"1874/1875","Net federal debt","Share of GDP",0.256380796432495
1875,200,"1874/1875","Financial assets","Share of GDP",0.0795664489269257
1875,300,"1874/1875","Gross federal debt","Share of GDP",0.335947245359421
1875,310,"1874/1875","Unmatured debt","Share of GDP",0.238699361681938
1875,311,"1874/1875","Treasury bills","Share of GDP",0
1875,312,"1874/1875","Canada savings bonds","Share of GDP",0
1875,313,"1874/1875","Marketable bonds","Share of GDP",0.238699361681938
1875,320,"1874/1875","Superannuation accounts","Share of GDP",0
1875,330,"1874/1875","Other liabilities","Share of GDP",0.0972478836774826
1875,401,"1874/1875","Unmatured debt payable in foreign currencies","Share of GDP",0.221017926931381
1875,521,"1874/1875","Debt charges","Share of GDP",0.0154712544754148
1875,530,"1874/1875","Cash deficit (+) or surplus (-)","Share of GDP",0.0154712544754148
1876,100,"1875/1876","Net federal debt","Share of GDP",0.296440333127976
1876,200,"1875/1876","Financial assets","Share of GDP",0.0853748172521591
1876,300,"1875/1876","Gross federal debt","Share of GDP",0.381815165281296
1876,310,"1875/1876","Unmatured debt","Share of GDP",0.284582734107971
1876,311,"1875/1876","Treasury bills","Share of GDP",0
1876,312,"1875/1876","Canada savings bonds","Share of GDP",0
1876,313,"1875/1876","Marketable bonds","Share of GDP",0.284582734107971
1876,320,"1875/1876","Superannuation accounts","Share of GDP",0
1876,330,"1875/1876","Other liabilities","Share of GDP",0.0972324311733246
1876,401,"1875/1876","Unmatured debt payable in foreign currencies","Share of GDP",0.265610545873642
1876,521,"1875/1876","Debt charges","Share of GDP",0.014229136519134
1876,530,"1875/1876","Cash deficit (+) or surplus (-)","Share of GDP",0.0189721807837486
1877,100,"1876/1877","Net federal debt","Share of GDP",0.305960923433304
1877,200,"1876/1877","Financial assets","Share of GDP",0.0966192409396172
1877,300,"1876/1877","Gross federal debt","Share of GDP",0.402580171823502
1877,310,"1876/1877","Unmatured debt","Share of GDP",0.301360011100769
1877,311,"1876/1877","Treasury bills","Share of GDP",0
1877,312,"1876/1877","Canada savings bonds","Share of GDP",0
1877,313,"1876/1877","Marketable bonds","Share of GDP",0.301360011100769
1877,320,"1876/1877","Superannuation accounts","Share of GDP",0
1877,330,"1876/1877","Other liabilities","Share of GDP",0.101220160722733
1877,401,"1876/1877","Unmatured debt payable in foreign currencies","Share of GDP",0.280655890703201
1877,521,"1876/1877","Debt charges","Share of GDP",0.016103208065033
1877,530,"1876/1877","Cash deficit (+) or surplus (-)","Share of GDP",0.020704124122858
1878,100,"1877/1878","Net federal debt","Share of GDP",0.341756016016007
1878,200,"1877/1878","Financial assets","Share of GDP",0.0854390040040016
1878,300,"1877/1878","Gross federal debt","Share of GDP",0.427195012569427
1878,310,"1877/1878","Unmatured debt","Share of GDP",0.317344844341278
1878,311,"1877/1878","Treasury bills","Share of GDP",0
1878,312,"1877/1878","Canada savings bonds","Share of GDP",0
1878,313,"1877/1878","Marketable bonds","Share of GDP",0.317344844341278
1878,320,"1877/1878","Superannuation accounts","Share of GDP",0
1878,330,"1877/1878","Other liabilities","Share of GDP",0.109850145876408
1878,401,"1877/1878","Unmatured debt payable in foreign currencies","Share of GDP",0.295374840497971
1878,521,"1877/1878","Debt charges","Share of GDP",0.0170878004282713
1878,530,"1877/1878","Cash deficit (+) or surplus (-)","Share of GDP",0.0195289142429829
1879,100,"1878/1879","Net federal debt","Share of GDP",0.32125660777092
1879,200,"1878/1879","Financial assets","Share of GDP",0.0831223428249359
1879,300,"1878/1879","Gross federal debt","Share of GDP",0.404378950595856
1879,310,"1878/1879","Unmatured debt","Share of GDP",0.310023874044418
1879,311,"1878/1879","Treasury bills","Share of GDP",0
1879,312,"1878/1879","Canada savings bonds","Share of GDP",0
1879,313,"1878/1879","Marketable bonds","Share of GDP",0.310023874044418
1879,320,"1878/1879","Superannuation accounts","Share of GDP",0
1879,330,"1878/1879","Other liabilities","Share of GDP",0.0943550914525986
1879,401,"1878/1879","Unmatured debt payable in foreign currencies","Share of GDP",0.287558376789093
1879,521,"1878/1879","Debt charges","Share of GDP",0.0157258491963148
1879,530,"1878/1879","Cash deficit (+) or surplus (-)","Share of GDP",0.0067396494559944
1880,100,"1879/1880","Net federal debt","Share of GDP",0.315382778644562
1880,200,"1879/1880","Financial assets","Share of GDP",0.0892201289534569
1880,300,"1879/1880","Gross federal debt","Share of GDP",0.404602915048599
1880,310,"1879/1880","Unmatured debt","Share of GDP",0.309158116579056
1880,311,"1879/1880","Treasury bills","Share of GDP",0
1880,312,"1879/1880","Canada savings bonds","Share of GDP",0
1880,313,"1879/1880","Marketable bonds","Share of GDP",0.309158116579056
1880,320,"1879/1880","Superannuation accounts","Share of GDP",0
1880,330,"1879/1880","Other liabilities","Share of GDP",0.0954447910189629
1880,401,"1879/1880","Unmatured debt payable in foreign currencies","Share of GDP",0.284259498119354
1880,521,"1879/1880","Debt charges","Share of GDP",0.0165990944951773
1880,530,"1879/1880","Cash deficit (+) or surplus (-)","Share of GDP",0.0207488685846329
1881,100,"1880/1881","Net federal debt","Share of GDP",0.272556692361832
1881,200,"1880/1881","Financial assets","Share of GDP",0.0791293606162071
1881,300,"1880/1881","Gross federal debt","Share of GDP",0.351686060428619
1881,310,"1880/1881","Unmatured debt","Share of GDP",0.25848925113678
1881,311,"1880/1881","Treasury bills","Share of GDP",0
1881,312,"1880/1881","Canada savings bonds","Share of GDP",0
1881,313,"1880/1881","Marketable bonds","Share of GDP",0.25848925113678
1881,320,"1880/1881","Superannuation accounts","Share of GDP",0
1881,330,"1880/1881","Other liabilities","Share of GDP",0.093196801841259
1881,401,"1880/1881","Unmatured debt payable in foreign currencies","Share of GDP",0.240904942154884
1881,521,"1880/1881","Debt charges","Share of GDP",0.0140674421563745
1881,530,"1880/1881","Cash deficit (+) or surplus (-)","Share of GDP",0.0052752909250557
1882,100,"1881/1882","Net federal debt","Share of GDP",0.24883459508419
1882,200,"1881/1882","Financial assets","Share of GDP",0.082406260073185
1882,300,"1881/1882","Gross federal debt","Share of GDP",0.331240862607956
1882,310,"1881/1882","Unmatured debt","Share of GDP",0.23590812087059
1882,311,"1881/1882","Treasury bills","Share of GDP",0
1882,312,"1881/1882","Canada savings bonds","Share of GDP",0
1882,313,"1881/1882","Marketable bonds","Share of GDP",0.23590812087059
1882,320,"1881/1882","Superannuation accounts","Share of GDP",0
1882,330,"1881/1882","Other liabilities","Share of GDP",0.0953327342867851
1882,401,"1881/1882","Unmatured debt payable in foreign currencies","Share of GDP",0.2132867872715
1882,521,"1881/1882","Debt charges","Share of GDP",0.012926472350955
1882,530,"1881/1882","Cash deficit (+) or surplus (-)","Share of GDP",-0.0032316180877388
1883,100,"1882/1883","Net federal debt","Share of GDP",0.258369624614716
1883,200,"1882/1883","Financial assets","Share of GDP",0.0735862851142883
1883,300,"1882/1883","Gross federal debt","Share of GDP",0.331955909729004
1883,310,"1882/1883","Unmatured debt","Share of GDP",0.227299869060516
1883,311,"1882/1883","Treasury bills","Share of GDP",0
1883,312,"1882/1883","Canada savings bonds","Share of GDP",0
1883,313,"1882/1883","Marketable bonds","Share of GDP",0.227299869060516
1883,320,"1882/1883","Superannuation accounts","Share of GDP",0
1883,330,"1882/1883","Other liabilities","Share of GDP",0.104656055569649
1883,401,"1882/1883","Unmatured debt payable in foreign currencies","Share of GDP",0.212582603096962
1883,521,"1882/1883","Debt charges","Share of GDP",0.0130820069462061
1883,530,"1882/1883","Cash deficit (+) or surplus (-)","Share of GDP",0.0081762541085482
1884,100,"1883/1884","Net federal debt","Share of GDP",0.311017006635666
1884,200,"1883/1884","Financial assets","Share of GDP",0.104241967201233
1884,300,"1883/1884","Gross federal debt","Share of GDP",0.415258973836899
1884,310,"1883/1884","Unmatured debt","Share of GDP",0.299054801464081
1884,311,"1883/1884","Treasury bills","Share of GDP",0
1884,312,"1883/1884","Canada savings bonds","Share of GDP",0
1884,313,"1883/1884","Marketable bonds","Share of GDP",0.299054801464081
1884,320,"1883/1884","Superannuation accounts","Share of GDP",0
1884,330,"1883/1884","Other liabilities","Share of GDP",0.116204157471657
1884,401,"1883/1884","Unmatured debt payable in foreign currencies","Share of GDP",0.261459350585938
1884,521,"1883/1884","Debt charges","Share of GDP",0.0136710768565536
1884,530,"1883/1884","Cash deficit (+) or surplus (-)","Share of GDP",0.0410132333636284
1885,100,"1884/1885","Net federal debt","Share of GDP",0.353453129529953
1885,200,"1884/1885","Financial assets","Share of GDP",0.124429926276207
1885,300,"1884/1885","Gross federal debt","Share of GDP",0.477883040904999
1885,310,"1884/1885","Unmatured debt","Share of GDP",0.348043113946915
1885,311,"1884/1885","Treasury bills","Share of GDP",0
1885,312,"1884/1885","Canada savings bonds","Share of GDP",0
1885,313,"1884/1885","Marketable bonds","Share of GDP",0.313779801130295
1885,320,"1884/1885","Superannuation accounts","Share of GDP",0
1885,330,"1884/1885","Other liabilities","Share of GDP",0.129839926958084
1885,401,"1884/1885","Unmatured debt payable in foreign currencies","Share of GDP",0.277713149785995
1885,521,"1884/1885","Debt charges","Share of GDP",0.0162299908697605
1885,530,"1884/1885","Cash deficit (+) or surplus (-)","Share of GDP",0.027049982920289
1886,100,"1885/1886","Net federal debt","Share of GDP",0.397693753242493
1886,200,"1885/1886","Financial assets","Share of GDP",0.0713352039456367
1886,300,"1885/1886","Gross federal debt","Share of GDP",0.469028949737549
1886,310,"1885/1886","Unmatured debt","Share of GDP",0.34597572684288
1886,311,"1885/1886","Treasury bills","Share of GDP",0
1886,312,"1885/1886","Canada savings bonds","Share of GDP",0
1886,313,"1885/1886","Marketable bonds","Share of GDP",0.344192355871201
1886,320,"1885/1886","Superannuation accounts","Share of GDP",0
1886,330,"1885/1886","Other liabilities","Share of GDP",0.123053222894669
1886,401,"1885/1886","Unmatured debt payable in foreign currencies","Share of GDP",0.30674135684967
1886,521,"1885/1886","Debt charges","Share of GDP",0.0178338009864092
1886,530,"1885/1886","Cash deficit (+) or surplus (-)","Share of GDP",0.0463678799569607
1887,100,"1886/1887","Net federal debt","Share of GDP",0.371475905179977
1887,200,"1886/1887","Financial assets","Share of GDP",0.0752770528197289
1887,300,"1886/1887","Gross federal debt","Share of GDP",0.446752935647964
1887,310,"1886/1887","Unmatured debt","Share of GDP",0.314199864864349
1887,311,"1886/1887","Treasury bills","Share of GDP",0
1887,312,"1886/1887","Canada savings bonds","Share of GDP",0
1887,313,"1886/1887","Marketable bonds","Share of GDP",0.312563419342041
1887,320,"1886/1887","Superannuation accounts","Share of GDP",0
1887,330,"1886/1887","Other liabilities","Share of GDP",0.132553070783615
1887,401,"1886/1887","Unmatured debt payable in foreign currencies","Share of GDP",0.281470715999603
1887,521,"1886/1887","Debt charges","Share of GDP",0.0163645762950182
1887,530,"1886/1887","Cash deficit (+) or surplus (-)","Share of GDP",0.0065458309836686
1888,100,"1887/1888","Net federal debt","Share of GDP",0.372835963964462
1888,200,"1887/1888","Financial assets","Share of GDP",0.0793268010020256
1888,300,"1887/1888","Gross federal debt","Share of GDP",0.452162742614746
1888,310,"1887/1888","Unmatured debt","Share of GDP",0.317307204008102
1888,311,"1887/1888","Treasury bills","Share of GDP",0
1888,312,"1887/1888","Canada savings bonds","Share of GDP",0
1888,313,"1887/1888","Marketable bonds","Share of GDP",0.307787984609604
1888,320,"1887/1888","Superannuation accounts","Share of GDP",0
1888,330,"1887/1888","Other liabilities","Share of GDP",0.134855553507805
1888,401,"1887/1888","Unmatured debt payable in foreign currencies","Share of GDP",0.28081688284874
1888,521,"1887/1888","Debt charges","Share of GDP",0.0158653594553471
1888,530,"1887/1888","Cash deficit (+) or surplus (-)","Share of GDP",0.0111057516187429
1889,100,"1888/1889","Net federal debt","Share of GDP",0.362937659025192
1889,200,"1888/1889","Financial assets","Share of GDP",0.0762474089860916
1889,300,"1888/1889","Gross federal debt","Share of GDP",0.439185053110123
1889,310,"1888/1889","Unmatured debt","Share of GDP",0.311089426279068
1889,311,"1888/1889","Treasury bills","Share of GDP",0
1889,312,"1888/1889","Canada savings bonds","Share of GDP",0
1889,313,"1888/1889","Marketable bonds","Share of GDP",0.311089426279068
1889,320,"1888/1889","Superannuation accounts","Share of GDP",0
1889,330,"1888/1889","Other liabilities","Share of GDP",0.128095641732216
1889,401,"1888/1889","Unmatured debt payable in foreign currencies","Share of GDP",0.28669023513794
1889,521,"1888/1889","Debt charges","Share of GDP",0.0152494814246893
1889,530,"1888/1889","Cash deficit (+) or surplus (-)","Share of GDP",0.0045748446136713
1890,100,"1889/1890","Net federal debt","Share of GDP",0.347232848405838
1890,200,"1889/1890","Financial assets","Share of GDP",0.070030152797699
1890,300,"1889/1890","Gross federal debt","Share of GDP",0.417263001203537
1890,310,"1889/1890","Unmatured debt","Share of GDP",0.296169191598892
1890,311,"1889/1890","Treasury bills","Share of GDP",0
1890,312,"1889/1890","Canada savings bonds","Share of GDP",0
1890,313,"1889/1890","Marketable bonds","Share of GDP",0.293251276016235
1890,320,"1889/1890","Superannuation accounts","Share of GDP",0
1890,330,"1889/1890","Other liabilities","Share of GDP",0.121093809604645
1890,401,"1889/1890","Unmatured debt payable in foreign currencies","Share of GDP",0.274284780025482
1890,521,"1889/1890","Debt charges","Share of GDP",0.0145896160975099
1890,530,"1889/1890","Cash deficit (+) or surplus (-)","Share of GDP",0
1891,100,"1890/1891","Net federal debt","Share of GDP",0.338306039571762
1891,200,"1890/1891","Financial assets","Share of GDP",0.0753370597958565
1891,300,"1890/1891","Gross federal debt","Share of GDP",0.41364312171936
1891,310,"1890/1891","Unmatured debt","Share of GDP",0.295662432909012
1891,311,"1890/1891","Treasury bills","Share of GDP",0
1891,312,"1890/1891","Canada savings bonds","Share of GDP",0
1891,313,"1890/1891","Marketable bonds","Share of GDP",0.284290790557861
1891,320,"1890/1891","Superannuation accounts","Share of GDP",0
1891,330,"1890/1891","Other liabilities","Share of GDP",0.117980681359768
1891,401,"1890/1891","Unmatured debt payable in foreign currencies","Share of GDP",0.267233341932297
1891,521,"1890/1891","Debt charges","Share of GDP",0.0142145399004221
1891,530,"1890/1891","Cash deficit (+) or surplus (-)","Share of GDP",0
1892,100,"1891/1892","Net federal debt","Share of GDP",0.344145625829697
1892,200,"1891/1892","Financial assets","Share of GDP",0.0785394534468651
1892,300,"1891/1892","Gross federal debt","Share of GDP",0.42268505692482
1892,310,"1891/1892","Unmatured debt","Share of GDP",0.2984499335289
1892,311,"1891/1892","Treasury bills","Share of GDP",0
1892,312,"1891/1892","Canada savings bonds","Share of GDP",0
1892,313,"1891/1892","Marketable bonds","Share of GDP",0.2984499335289
1892,320,"1891/1892","Superannuation accounts","Share of GDP",0
1892,330,"1891/1892","Other liabilities","Share of GDP",0.124235138297081
1892,401,"1891/1892","Unmatured debt payable in foreign currencies","Share of GDP",0.284170031547546
1892,521,"1891/1892","Debt charges","Share of GDP",0.0142799010500312
1892,530,"1891/1892","Cash deficit (+) or surplus (-)","Share of GDP",0.0042839702218771
1893,100,"1892/1893","Net federal debt","Share of GDP",0.354626536369324
1893,200,"1892/1893","Financial assets","Share of GDP",0.0849931389093399
1893,300,"1892/1893","Gross federal debt","Share of GDP",0.439619690179825
1893,310,"1892/1893","Unmatured debt","Share of GDP",0.310664564371109
1893,311,"1892/1893","Treasury bills","Share of GDP",0
1893,312,"1892/1893","Canada savings bonds","Share of GDP",0
1893,313,"1892/1893","Marketable bonds","Share of GDP",0.307733774185181
1893,320,"1892/1893","Superannuation accounts","Share of GDP",0
1893,330,"1892/1893","Other liabilities","Share of GDP",0.128955110907555
1893,401,"1892/1893","Unmatured debt payable in foreign currencies","Share of GDP",0.296010583639145
1893,521,"1892/1893","Debt charges","Share of GDP",0.0146539891138673
1893,530,"1892/1893","Cash deficit (+) or surplus (-)","Share of GDP",0.0014653989346698
1894,100,"1893/1894","Net federal debt","Share of GDP",0.377641767263412
1894,200,"1893/1894","Financial assets","Share of GDP",0.0951780006289482
1894,300,"1893/1894","Gross federal debt","Share of GDP",0.472819775342941
1894,310,"1893/1894","Unmatured debt","Share of GDP",0.333123028278351
1894,311,"1893/1894","Treasury bills","Share of GDP",0
1894,312,"1893/1894","Canada savings bonds","Share of GDP",0
1894,313,"1893/1894","Marketable bonds","Share of GDP",0.330052763223648
1894,320,"1893/1894","Superannuation accounts","Share of GDP",0
1894,330,"1893/1894","Other liabilities","Share of GDP",0.139696747064591
1894,401,"1893/1894","Unmatured debt payable in foreign currencies","Share of GDP",0.317771732807159
1894,521,"1893/1894","Debt charges","Share of GDP",0.0153512908145785
1894,530,"1893/1894","Cash deficit (+) or surplus (-)","Share of GDP",0.0076756454072893
1895,100,"1894/1895","Net federal debt","Share of GDP",0.399420261383057
1895,200,"1894/1895","Financial assets","Share of GDP",0.102617852389812
1895,300,"1894/1895","Gross federal debt","Share of GDP",0.50203812122345
1895,310,"1894/1895","Unmatured debt","Share of GDP",0.355215668678284
1895,311,"1894/1895","Treasury bills","Share of GDP",0
1895,312,"1894/1895","Canada savings bonds","Share of GDP",0
1895,313,"1894/1895","Marketable bonds","Share of GDP",0.355215668678284
1895,320,"1894/1895","Superannuation accounts","Share of GDP",0
1895,330,"1894/1895","Other liabilities","Share of GDP",0.146822467446327
1895,401,"1894/1895","Unmatured debt payable in foreign currencies","Share of GDP",0.344164490699768
1895,521,"1894/1895","Debt charges","Share of GDP",0.0173660982400179
1895,530,"1894/1895","Cash deficit (+) or surplus (-)","Share of GDP",0.0110511537641287
1896,100,"1895/1896","Net federal debt","Share of GDP",0.402611017227173
1896,200,"1895/1896","Financial assets","Share of GDP",0.106114536523819
1896,300,"1895/1896","Gross federal debt","Share of GDP",0.508725583553314
1896,310,"1895/1896","Unmatured debt","Share of GDP",0.358916819095612
1896,311,"1895/1896","Treasury bills","Share of GDP",0
1896,312,"1895/1896","Canada savings bonds","Share of GDP",0
1896,313,"1895/1896","Marketable bonds","Share of GDP",0.355795800685883
1896,320,"1895/1896","Superannuation accounts","Share of GDP",0
1896,330,"1895/1896","Other liabilities","Share of GDP",0.149808749556541
1896,401,"1895/1896","Unmatured debt payable in foreign currencies","Share of GDP",0.340190708637237
1896,521,"1895/1896","Debt charges","Share of GDP",0.0171655863523483
1896,530,"1895/1896","Cash deficit (+) or surplus (-)","Share of GDP",0.0078025395050645
1897,100,"1896/1897","Net federal debt","Share of GDP",0.365400224924088
1897,200,"1896/1897","Financial assets","Share of GDP",0.0990206748247147
1897,300,"1896/1897","Gross federal debt","Share of GDP",0.464420914649963
1897,310,"1896/1897","Unmatured debt","Share of GDP",0.323560506105423
1897,311,"1896/1897","Treasury bills","Share of GDP",0
1897,312,"1896/1897","Canada savings bonds","Share of GDP",0
1897,313,"1896/1897","Marketable bonds","Share of GDP",0.31658723950386
1897,320,"1896/1897","Superannuation accounts","Share of GDP",0
1897,330,"1896/1897","Other liabilities","Share of GDP",0.140860393643379
1897,401,"1896/1897","Unmatured debt payable in foreign currencies","Share of GDP",0.304035305976868
1897,521,"1896/1897","Debt charges","Share of GDP",0.0153412315994501
1897,530,"1896/1897","Cash deficit (+) or surplus (-)","Share of GDP",0.0041839722543955
1898,100,"1897/1898","Net federal debt","Share of GDP",0.343136996030807
1898,200,"1897/1898","Financial assets","Share of GDP",0.0974821001291275
1898,300,"1897/1898","Gross federal debt","Share of GDP",0.440619111061096
1898,310,"1897/1898","Unmatured debt","Share of GDP",0.308043450117111
1898,311,"1897/1898","Treasury bills","Share of GDP",0
1898,312,"1897/1898","Canada savings bonds","Share of GDP",0
1898,313,"1897/1898","Marketable bonds","Share of GDP",0.308043450117111
1898,320,"1897/1898","Superannuation accounts","Share of GDP",0
1898,330,"1897/1898","Other liabilities","Share of GDP",0.132575660943985
1898,401,"1897/1898","Unmatured debt payable in foreign currencies","Share of GDP",0.296345591545105
1898,521,"1897/1898","Debt charges","Share of GDP",0.0142973745241761
1898,530,"1897/1898","Cash deficit (+) or surplus (-)","Share of GDP",0.0025995227042586
1899,100,"1898/1899","Net federal debt","Share of GDP",0.322040915489197
1899,200,"1898/1899","Financial assets","Share of GDP",0.0956437289714813
1899,300,"1898/1899","Gross federal debt","Share of GDP",0.417684644460678
1899,310,"1898/1899","Unmatured debt","Share of GDP",0.291773915290833
1899,311,"1898/1899","Treasury bills","Share of GDP",0
1899,312,"1898/1899","Canada savings bonds","Share of GDP",0
1899,313,"1898/1899","Marketable bonds","Share of GDP",0.286931186914444
1899,320,"1898/1899","Superannuation accounts","Share of GDP",0
1899,330,"1898/1899","Other liabilities","Share of GDP",0.125910729169846
1899,401,"1898/1899","Unmatured debt payable in foreign currencies","Share of GDP",0.276035070419312
1899,521,"1898/1899","Debt charges","Share of GDP",0.0133174816146493
1899,530,"1898/1899","Cash deficit (+) or surplus (-)","Share of GDP",0.0024213602300733
1900,100,"1899/1900","Net federal debt","Share of GDP",0.292057037353516
1900,200,"1899/1900","Financial assets","Share of GDP",0.0903723686933517
1900,300,"1899/1900","Gross federal debt","Share of GDP",0.382429420948029
1900,310,"1899/1900","Unmatured debt","Share of GDP",0.261198192834854
1900,311,"1899/1900","Treasury bills","Share of GDP",0
1900,312,"1899/1900","Canada savings bonds","Share of GDP",0
1900,313,"1899/1900","Marketable bonds","Share of GDP",0.261198192834854
1900,320,"1899/1900","Superannuation accounts","Share of GDP",0
1900,330,"1899/1900","Other liabilities","Share of GDP",0.121231228113174
1900,401,"1899/1900","Unmatured debt payable in foreign currencies","Share of GDP",0.251279264688492
1900,521,"1899/1900","Debt charges","Share of GDP",0.0121231228113174
1900,530,"1899/1900","Cash deficit (+) or surplus (-)","Share of GDP",-0.0011021019890904
1901,100,"1900/1901","Net federal debt","Share of GDP",0.270525902509689
1901,200,"1900/1901","Financial assets","Share of GDP",0.0878199711441994
1901,300,"1900/1901","Gross federal debt","Share of GDP",0.358345866203308
1901,310,"1900/1901","Unmatured debt","Share of GDP",0.239233717322349
1901,311,"1900/1901","Treasury bills","Share of GDP",0
1901,312,"1900/1901","Canada savings bonds","Share of GDP",0
1901,313,"1900/1901","Marketable bonds","Share of GDP",0.239233717322349
1901,320,"1900/1901","Superannuation accounts","Share of GDP",0
1901,330,"1900/1901","Other liabilities","Share of GDP",0.119112148880959
1901,401,"1900/1901","Unmatured debt payable in foreign currencies","Share of GDP",0.230148896574974
1901,521,"1900/1901","Debt charges","Share of GDP",0.0111036747694016
1901,530,"1900/1901","Cash deficit (+) or surplus (-)","Share of GDP",0.0030282749794424
1902,100,"1901/1902","Net federal debt","Share of GDP",0.242944121360779
1902,200,"1901/1902","Financial assets","Share of GDP",0.0839586332440376
1902,300,"1901/1902","Gross federal debt","Share of GDP",0.326902747154236
1902,310,"1901/1902","Unmatured debt","Share of GDP",0.211682930588722
1902,311,"1901/1902","Treasury bills","Share of GDP",0
1902,312,"1901/1902","Canada savings bonds","Share of GDP",0
1902,313,"1901/1902","Marketable bonds","Share of GDP",0.211682930588722
1902,320,"1901/1902","Superannuation accounts","Share of GDP",0
1902,330,"1901/1902","Other liabilities","Share of GDP",0.115219824016094
1902,401,"1901/1902","Unmatured debt payable in foreign currencies","Share of GDP",0.203644335269928
1902,521,"1901/1902","Debt charges","Share of GDP",0.0098249465227127
1902,530,"1901/1902","Cash deficit (+) or surplus (-)","Share of GDP",0.0026795307639986
1903,100,"1902/1903","Net federal debt","Share of GDP",0.222382545471191
1903,200,"1902/1903","Financial assets","Share of GDP",0.0840300470590591
1903,300,"1902/1903","Gross federal debt","Share of GDP",0.306412577629089
1903,310,"1902/1903","Unmatured debt","Share of GDP",0.201162829995155
1903,311,"1902/1903","Treasury bills","Share of GDP",0
1903,312,"1902/1903","Canada savings bonds","Share of GDP",0
1903,313,"1902/1903","Marketable bonds","Share of GDP",0.201162829995155
1903,320,"1902/1903","Superannuation accounts","Share of GDP",0
1903,330,"1902/1903","Other liabilities","Share of GDP",0.105249755084515
1903,401,"1902/1903","Unmatured debt payable in foreign currencies","Share of GDP",0.193523734807968
1903,521,"1902/1903","Debt charges","Share of GDP",0.0093366717919707
1903,530,"1902/1903","Cash deficit (+) or surplus (-)","Share of GDP",-0.0084878830239177
1904,100,"1903/1904","Net federal debt","Share of GDP",0.216450929641724
1904,200,"1903/1904","Financial assets","Share of GDP",0.0862486436963081
1904,300,"1903/1904","Gross federal debt","Share of GDP",0.302699565887451
1904,310,"1903/1904","Unmatured debt","Share of GDP",0.184107691049576
1904,311,"1903/1904","Treasury bills","Share of GDP",0
1904,312,"1903/1904","Canada savings bonds","Share of GDP",0
1904,313,"1903/1904","Marketable bonds","Share of GDP",0.179961115121841
1904,320,"1903/1904","Superannuation accounts","Share of GDP",0
1904,330,"1903/1904","Other liabilities","Share of GDP",0.118591889739037
1904,401,"1903/1904","Unmatured debt payable in foreign currencies","Share of GDP",0.17332661151886
1904,521,"1903/1904","Debt charges","Share of GDP",0.009122452698648
1904,530,"1903/1904","Cash deficit (+) or surplus (-)","Share of GDP",-0.0008293138816953
1905,100,"1904/1905","Net federal debt","Share of GDP",0.195366591215134
1905,200,"1904/1905","Financial assets","Share of GDP",0.0815251544117928
1905,300,"1904/1905","Gross federal debt","Share of GDP",0.276891738176346
1905,310,"1904/1905","Unmatured debt","Share of GDP",0.161581382155418
1905,311,"1904/1905","Treasury bills","Share of GDP",0
1905,312,"1904/1905","Canada savings bonds","Share of GDP",0
1905,313,"1904/1905","Marketable bonds","Share of GDP",0.159378007054329
1905,320,"1904/1905","Superannuation accounts","Share of GDP",0
1905,330,"1904/1905","Other liabilities","Share of GDP",0.115310356020927
1905,401,"1904/1905","Unmatured debt payable in foreign currencies","Share of GDP",0.154236778616905
1905,521,"1904/1905","Debt charges","Share of GDP",0.0080790696665645
1905,530,"1904/1905","Cash deficit (+) or surplus (-)","Share of GDP",0.0044067651033401
