"date","itemid","fiscalyear","Item","Normalization","Value"
1973,521,"1972/1973","Debt charges","Real 2019 millions of dollars",12816.1416015625
1973,530,"1972/1973","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",8063.2919921875
1974,100,"1973/1974","Net federal debt","Real 2019 millions of dollars",116724.2109375
1974,200,"1973/1974","Financial assets","Real 2019 millions of dollars",148620.53125
1974,300,"1973/1974","Gross federal debt","Real 2019 millions of dollars",265344.75
1974,310,"1973/1974","Unmatured debt","Real 2019 millions of dollars",157783.21875
1974,311,"1973/1974","Treasury bills","Real 2019 millions of dollars",26530.6875
1974,312,"1973/1974","Canada savings bonds","Real 2019 millions of dollars",56285.0859375
1974,313,"1973/1974","Marketable bonds","Real 2019 millions of dollars",74740.2734375
1974,320,"1973/1974","Superannuation accounts","Real 2019 millions of dollars",57112.6484375
1974,330,"1973/1974","Other liabilities","Real 2019 millions of dollars",50448.875
1974,401,"1973/1974","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",1395.49792480469
1974,521,"1973/1974","Debt charges","Real 2019 millions of dollars",15193.619140625
1974,530,"1973/1974","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",8372.9873046875
1975,100,"1974/1975","Net federal debt","Real 2019 millions of dollars",119896.3203125
1975,200,"1974/1975","Financial assets","Real 2019 millions of dollars",146940.640625
1975,300,"1974/1975","Gross federal debt","Real 2019 millions of dollars",266836.96875
1975,310,"1974/1975","Unmatured debt","Real 2019 millions of dollars",160155.421875
1975,311,"1974/1975","Treasury bills","Real 2019 millions of dollars",27252.46484375
1975,312,"1974/1975","Canada savings bonds","Real 2019 millions of dollars",62516.08984375
1975,313,"1974/1975","Marketable bonds","Real 2019 millions of dollars",70140
1975,320,"1974/1975","Superannuation accounts","Real 2019 millions of dollars",59916.6953125
1975,330,"1974/1975","Other liabilities","Real 2019 millions of dollars",46764.83984375
1975,401,"1974/1975","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",1006.84057617188
1975,521,"1974/1975","Debt charges","Real 2019 millions of dollars",16133.65234375
1975,530,"1974/1975","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",6549.3046875
1976,100,"1975/1976","Net federal debt","Real 2019 millions of dollars",125985.25
1976,200,"1975/1976","Financial assets","Real 2019 millions of dollars",147070.25
1976,300,"1975/1976","Gross federal debt","Real 2019 millions of dollars",273055.5
1976,310,"1975/1976","Unmatured debt","Real 2019 millions of dollars",166215.171875
1976,311,"1975/1976","Treasury bills","Real 2019 millions of dollars",28638.021484375
1976,312,"1975/1976","Canada savings bonds","Real 2019 millions of dollars",68418.1953125
1976,313,"1975/1976","Marketable bonds","Real 2019 millions of dollars",68885.578125
1976,320,"1975/1976","Superannuation accounts","Real 2019 millions of dollars",63171.19921875
1976,330,"1975/1976","Other liabilities","Real 2019 millions of dollars",43669.125
1976,401,"1975/1976","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",776.026489257812
1976,521,"1975/1976","Debt charges","Real 2019 millions of dollars",17495.869140625
1976,530,"1975/1976","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",22531.22265625
1977,100,"1976/1977","Net federal debt","Real 2019 millions of dollars",135379.953125
1977,200,"1976/1977","Financial assets","Real 2019 millions of dollars",141508.125
1977,300,"1976/1977","Gross federal debt","Real 2019 millions of dollars",289335.28125
1977,310,"1976/1977","Unmatured debt","Real 2019 millions of dollars",176414.25
1977,311,"1976/1977","Treasury bills","Real 2019 millions of dollars",34250.5625
1977,312,"1976/1977","Canada savings bonds","Real 2019 millions of dollars",67646.4140625
1977,313,"1976/1977","Marketable bonds","Real 2019 millions of dollars",74218.5390625
1977,320,"1976/1977","Superannuation accounts","Real 2019 millions of dollars",67658.859375
1977,330,"1976/1977","Other liabilities","Real 2019 millions of dollars",45262.1875
1977,401,"1976/1977","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",721.937927246094
1977,521,"1976/1977","Debt charges","Real 2019 millions of dollars",21425.7890625
1977,530,"1976/1977","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",27234.486328125
1978,100,"1977/1978","Net federal debt","Real 2019 millions of dollars",174502.171875
1978,200,"1977/1978","Financial assets","Real 2019 millions of dollars",138963.046875
1978,300,"1977/1978","Gross federal debt","Real 2019 millions of dollars",313465.21875
1978,310,"1977/1978","Unmatured debt","Real 2019 millions of dollars",196281.640625
1978,311,"1977/1978","Treasury bills","Real 2019 millions of dollars",42991.80078125
1978,312,"1977/1978","Canada savings bonds","Real 2019 millions of dollars",68554.6953125
1978,313,"1977/1978","Marketable bonds","Real 2019 millions of dollars",81180.0859375
1978,320,"1977/1978","Superannuation accounts","Real 2019 millions of dollars",70248.484375
1978,330,"1977/1978","Other liabilities","Real 2019 millions of dollars",46935.09375
1978,401,"1977/1978","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",3924.2626953125
1978,521,"1977/1978","Debt charges","Real 2019 millions of dollars",21159.044921875
1978,530,"1977/1978","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",39657.5078125
1979,100,"1978/1979","Net federal debt","Real 2019 millions of dollars",207027.421875
1979,200,"1978/1979","Financial assets","Real 2019 millions of dollars",145354.015625
1979,300,"1978/1979","Gross federal debt","Real 2019 millions of dollars",352381.4375
1979,310,"1978/1979","Unmatured debt","Real 2019 millions of dollars",233505.46875
1979,311,"1978/1979","Treasury bills","Real 2019 millions of dollars",47461.31640625
1979,312,"1978/1979","Canada savings bonds","Real 2019 millions of dollars",67490.796875
1979,313,"1978/1979","Marketable bonds","Real 2019 millions of dollars",103348.8984375
1979,320,"1978/1979","Superannuation accounts","Real 2019 millions of dollars",74535.484375
1979,330,"1978/1979","Other liabilities","Real 2019 millions of dollars",44340.4765625
1979,401,"1978/1979","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",25306.857421875
1979,521,"1978/1979","Debt charges","Real 2019 millions of dollars",24770.353515625
1979,530,"1978/1979","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",41545.74609375
1980,100,"1979/1980","Net federal debt","Real 2019 millions of dollars",231898.296875
1980,200,"1979/1980","Financial assets","Real 2019 millions of dollars",121633.5390625
1980,300,"1979/1980","Gross federal debt","Real 2019 millions of dollars",353531.84375
1980,310,"1979/1980","Unmatured debt","Real 2019 millions of dollars",230511.15625
1980,311,"1979/1980","Treasury bills","Real 2019 millions of dollars",52177.515625
1980,312,"1979/1980","Canada savings bonds","Real 2019 millions of dollars",57789.99609375
1980,313,"1979/1980","Marketable bonds","Real 2019 millions of dollars",114710.6328125
1980,320,"1979/1980","Superannuation accounts","Real 2019 millions of dollars",75819.6015625
1980,330,"1979/1980","Other liabilities","Real 2019 millions of dollars",47201.07421875
1980,401,"1979/1980","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",15028.4033203125
1980,521,"1979/1980","Debt charges","Real 2019 millions of dollars",27237.78125
1980,530,"1979/1980","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",36941.36328125
1981,100,"1980/1981","Net federal debt","Real 2019 millions of dollars",245778.421875
1981,200,"1980/1981","Financial assets","Real 2019 millions of dollars",117889.890625
1981,300,"1980/1981","Gross federal debt","Real 2019 millions of dollars",363668.3125
1981,310,"1980/1981","Unmatured debt","Real 2019 millions of dollars",235435.109375
1981,311,"1980/1981","Treasury bills","Real 2019 millions of dollars",62014.328125
1981,312,"1980/1981","Canada savings bonds","Real 2019 millions of dollars",45042.28515625
1981,313,"1980/1981","Marketable bonds","Real 2019 millions of dollars",124552.8046875
1981,320,"1980/1981","Superannuation accounts","Real 2019 millions of dollars",75570.8828125
1981,330,"1980/1981","Other liabilities","Real 2019 millions of dollars",52662.328125
1981,401,"1980/1981","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",11781.8681640625
1981,521,"1980/1981","Debt charges","Real 2019 millions of dollars",30719.455078125
1981,530,"1980/1981","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",39974.6015625
1982,100,"1981/1982","Net federal debt","Real 2019 millions of dollars",254914.953125
1982,200,"1981/1982","Financial assets","Real 2019 millions of dollars",114929.2734375
1982,300,"1981/1982","Gross federal debt","Real 2019 millions of dollars",369844.21875
1982,310,"1981/1982","Unmatured debt","Real 2019 millions of dollars",236367.078125
1982,311,"1981/1982","Treasury bills","Real 2019 millions of dollars",49588.125
1982,312,"1981/1982","Canada savings bonds","Real 2019 millions of dollars",63928.37109375
1982,313,"1981/1982","Marketable bonds","Real 2019 millions of dollars",119584.8046875
1982,320,"1981/1982","Superannuation accounts","Real 2019 millions of dollars",77147.6015625
1982,330,"1981/1982","Other liabilities","Real 2019 millions of dollars",56329.55078125
1982,401,"1981/1982","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",11304.8125
1982,521,"1981/1982","Debt charges","Real 2019 millions of dollars",38546.9296875
1982,530,"1981/1982","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",30556.521484375
1983,100,"1982/1983","Net federal debt","Real 2019 millions of dollars",303383.15625
1983,200,"1982/1983","Financial assets","Real 2019 millions of dollars",105908.15625
1983,300,"1982/1983","Gross federal debt","Real 2019 millions of dollars",409291.3125
1983,310,"1982/1983","Unmatured debt","Real 2019 millions of dollars",273054.78125
1983,311,"1982/1983","Treasury bills","Real 2019 millions of dollars",68869.03125
1983,312,"1982/1983","Canada savings bonds","Real 2019 millions of dollars",77182.96875
1983,313,"1982/1983","Marketable bonds","Real 2019 millions of dollars",122283.0234375
1983,320,"1982/1983","Superannuation accounts","Real 2019 millions of dollars",80694.40625
1983,330,"1982/1983","Other liabilities","Real 2019 millions of dollars",55542.1328125
1983,401,"1982/1983","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",12378.69140625
1983,521,"1982/1983","Debt charges","Real 2019 millions of dollars",39931.03125
1983,530,"1982/1983","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",60777.36328125
1984,100,"1983/1984","Net federal debt","Real 2019 millions of dollars",368816.71875
1984,200,"1983/1984","Financial assets","Real 2019 millions of dollars",100361.40625
1984,300,"1983/1984","Gross federal debt","Real 2019 millions of dollars",469178.125
1984,310,"1983/1984","Unmatured debt","Real 2019 millions of dollars",318591.1875
1984,311,"1983/1984","Treasury bills","Real 2019 millions of dollars",93475.1796875
1984,312,"1983/1984","Canada savings bonds","Real 2019 millions of dollars",85638.5078125
1984,313,"1983/1984","Marketable bonds","Real 2019 millions of dollars",132241.59375
1984,320,"1983/1984","Superannuation accounts","Real 2019 millions of dollars",85154.3125
1984,330,"1983/1984","Other liabilities","Real 2019 millions of dollars",65432.625
1984,401,"1983/1984","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",11705.6923828125
1984,521,"1983/1984","Debt charges","Real 2019 millions of dollars",40470.04296875
1984,530,"1983/1984","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",70980.609375
1985,100,"1984/1985","Net federal debt","Real 2019 millions of dollars",454480.375
1985,200,"1984/1985","Financial assets","Real 2019 millions of dollars",87963.8046875
1985,300,"1984/1985","Gross federal debt","Real 2019 millions of dollars",542444.1875
1985,310,"1984/1985","Unmatured debt","Real 2019 millions of dollars",374160.125
1985,311,"1984/1985","Treasury bills","Real 2019 millions of dollars",113246.03125
1985,312,"1984/1985","Canada savings bonds","Real 2019 millions of dollars",90854.5
1985,313,"1984/1985","Marketable bonds","Real 2019 millions of dollars",154545.109375
1985,320,"1984/1985","Superannuation accounts","Real 2019 millions of dollars",91571.21875
1985,330,"1984/1985","Other liabilities","Real 2019 millions of dollars",76712.8203125
1985,401,"1984/1985","Unmatured debt payable in foreign currencies","Real 2019 millions of dollars",19671.896484375
1985,521,"1984/1985","Debt charges","Real 2019 millions of dollars",48563.7109375
1985,530,"1984/1985","Cash deficit (+) or surplus (-)","Real 2019 millions of dollars",80082.0546875
1986,100,"1985/1986","Net federal debt","Real 2019 millions of dollars",508574.15625
1986,200,"1985/1986","Financial assets","Real 2019 millions of dollars",80670.3359375
1986,300,"1985/1986","Gross federal debt","Real 2019 millions of dollars",589244.5
1986,310,"1985/1986","Unmatured debt","Real 2019 millions of dollars",418053.90625
1986,311,"1985/1986","Treasury bills","Real 2019 millions of dollars",128517.3984375
1986,312,"1985/1986","Canada savings bonds","Real 2019 millions of dollars",91785.6953125
